Entity,Code,Day,Pfizer/BioNTech,Moderna,Oxford/AstraZeneca,Johnson&Johnson,Sputnik V,Sinovac,Sinopharm/Beijing,CanSino,Novavax,Covaxin
European Union,,2/25/2021,26596822,1060916,1647046,215,18503,451,144,0,11,7
European Union,,2/26/2021,28889614,1229140,2884188,228,19342,535,162241,0,13,8
European Union,,2/27/2021,29103004,1243519,3026254,231,19342,535,162241,0,13,8
European Union,,2/28/2021,29226711,1250648,3102170,233,19342,535,162241,0,13,8
European Union,,3/1/2021,29577139,1278385,3236329,234,19342,535,162241,0,13,8
European Union,,3/2/2021,29983367,1309869,3420974,235,19342,535,162241,0,13,8
European Union,,3/3/2021,30436064,1351031,3624231,236,19342,535,162241,0,13,8
European Union,,3/4/2021,30898386,1401394,3879306,236,19342,535,162241,0,13,8
European Union,,3/5/2021,33367941,1749534,5289901,321,22785,648,368785,0,15,9
European Union,,3/6/2021,33717102,1788061,5571909,330,22785,648,368785,0,15,9
European Union,,3/7/2021,33961308,1814459,5735924,334,22785,648,368786,0,15,9
European Union,,3/8/2021,34363151,1858407,5948094,346,22785,648,368786,0,15,9
European Union,,3/9/2021,34819549,1910802,6210951,349,22785,648,368786,0,15,9
European Union,,3/10/2021,35328775,1959944,6497252,357,22785,648,368786,0,15,9
European Union,,3/11/2021,35853931,2012779,6842193,369,22785,648,368786,0,15,9
European Union,,3/12/2021,38432218,2307676,8514234,509,54762,760,492604,0,20,9
European Union,,3/13/2021,38802825,2346102,8839369,518,54762,760,492604,0,20,9
European Union,,3/14/2021,39042298,2367781,8977447,527,54762,761,492604,0,20,9
European Union,,3/15/2021,39491007,2419545,9183624,538,54762,761,492605,0,20,9
European Union,,3/16/2021,40016959,2485898,9202136,560,54762,761,492605,0,20,9
European Union,,3/17/2021,40591808,2556924,9219578,588,54762,761,492605,0,20,9
European Union,,3/18/2021,41172283,2630584,9239003,614,54762,761,492605,0,20,9
European Union,,3/19/2021,44025741,3025123,9972086,833,143353,905,505312,0,23,10
European Union,,3/20/2021,44411881,3085999,10169710,846,143353,905,505312,0,23,10
European Union,,3/21/2021,44659694,3127416,10282042,852,143353,905,505313,0,23,10
European Union,,3/22/2021,45146736,3193480,10486559,856,143353,905,505313,0,23,10
European Union,,3/23/2021,45713329,3263616,10772880,871,143353,905,505313,0,23,10
European Union,,3/24/2021,46334804,3351726,11069910,880,143353,905,505313,0,23,10
European Union,,3/25/2021,46974430,3439954,11442369,885,143353,905,505313,0,23,10
European Union,,3/26/2021,50278125,3927204,13290786,1043,233921,1181,687633,0,26,12
European Union,,3/27/2021,50755184,4007745,13541961,1054,233921,1183,687633,0,26,12
European Union,,3/28/2021,51058208,4060268,13675256,1058,233921,1184,687634,0,26,12
European Union,,3/29/2021,51643490,4144345,13907217,1062,233921,1184,687635,0,26,12
European Union,,3/30/2021,52342544,4243595,14178015,1074,233921,1184,687636,0,26,12
European Union,,3/31/2021,53121823,4354876,14380473,1101,233921,1185,687636,0,26,12
European Union,,4/1/2021,53937318,4472707,14595241,1146,233921,1185,687636,0,26,12
European Union,,4/2/2021,57467260,5080525,16184555,1467,388437,1446,886253,0,28,13
European Union,,4/3/2021,57992407,5160711,16319684,1474,388437,1447,886253,0,28,13
European Union,,4/4/2021,58272221,5199028,16418316,1482,388437,1447,886253,0,28,13
European Union,,4/5/2021,58637562,5256032,16554007,1502,388437,1447,886253,0,28,13
European Union,,4/6/2021,59415604,5378615,16767724,1592,388437,1448,886253,0,28,13
European Union,,4/7/2021,60618285,5500204,16990560,1641,388437,1448,886253,0,28,13
European Union,,4/8/2021,61893195,5629754,17238855,1696,388437,1448,886253,0,28,13
European Union,,4/9/2021,67036565,6259266,19476613,2300,676315,1636,1013393,0,30,14
European Union,,4/10/2021,67767924,6362097,19723805,2332,676315,1636,1013393,0,30,14
European Union,,4/11/2021,68219098,6419681,19845983,2351,676315,1636,1013394,0,30,14
European Union,,4/12/2021,69019572,6519966,20107252,2394,676315,1638,1013394,0,30,14
European Union,,4/13/2021,70078133,6631554,20428154,2413,676315,1638,1013394,0,30,14
European Union,,4/14/2021,71362618,6748623,20744529,2435,676315,1638,1013394,0,30,14
European Union,,4/15/2021,72605056,6874529,21058574,2460,676315,1638,1013394,0,30,14
European Union,,4/16/2021,78478749,7595837,23308616,28070,924824,1802,1030795,0,33,15
European Union,,4/17/2021,79200915,7689133,23605250,28070,924824,1802,1030795,0,33,15
European Union,,4/18/2021,79655301,7748084,23779584,28072,924824,1804,1030795,0,33,15
European Union,,4/19/2021,80532465,7848179,23995801,28088,924824,1804,1030795,0,33,15
European Union,,4/20/2021,81600473,7973857,24307508,28111,924824,1805,1030795,0,33,15
European Union,,4/21/2021,82778309,8110789,24704433,28141,924824,1805,1030795,0,33,15
European Union,,4/22/2021,83935735,8260024,25084853,28496,924824,1806,1030795,0,33,15
European Union,,4/23/2021,90165687,9183495,26664322,129946,1097246,2066,1052221,0,36,16
European Union,,4/24/2021,90964230,9329211,26887581,134572,1097246,2067,1052221,0,36,16
European Union,,4/25/2021,91463171,9425265,27037567,143470,1097246,2067,1052221,0,36,16
European Union,,4/26/2021,92451745,9557561,27207079,156338,1097246,2068,1052221,0,36,16
European Union,,4/27/2021,93946379,9725799,27383121,177267,1097246,2069,1052222,0,36,16
European Union,,4/28/2021,95790177,9911608,27560249,198503,1097246,2069,1052225,0,36,16
European Union,,4/29/2021,97560307,10106733,27774756,227186,1097246,2069,1052225,0,36,16
European Union,,4/30/2021,105322123,10965733,29079618,451178,1302983,2253,1391736,0,38,17
European Union,,5/1/2021,106125711,11082108,29205055,473777,1302983,2253,1391737,0,38,17
European Union,,5/2/2021,106744080,11171119,29307029,487714,1302983,2253,1391738,0,38,17
European Union,,5/3/2021,107844939,11331343,29492117,507485,1302983,2253,1391738,0,38,17
European Union,,5/4/2021,109372547,11517409,29814670,532765,1302983,2253,1391738,0,38,17
European Union,,5/5/2021,111191502,11717109,30212693,560241,1302983,2253,1391738,0,38,17
European Union,,5/6/2021,112903414,11935998,30606595,592375,1302983,2254,1391738,0,38,17
European Union,,5/7/2021,121298962,13058230,32805997,812333,1520698,2342,1465063,0,38,19
European Union,,5/8/2021,122261984,13236371,33016606,834532,1520698,2342,1465063,0,38,19
European Union,,5/9/2021,122966466,13357729,33150829,845637,1520698,2342,1465063,0,38,19
European Union,,5/10/2021,124235444,13552236,33441391,868923,1520698,2344,1465063,0,38,19
European Union,,5/11/2021,126114790,13780053,33796933,902666,1520698,2344,1465063,0,38,19
European Union,,5/12/2021,128284863,14024456,34191011,933666,1520698,2344,1465063,0,38,19
European Union,,5/13/2021,129472047,14215575,34351138,952657,1520698,2345,1465063,0,38,19
European Union,,5/14/2021,138250686,15613215,36042176,1212956,1609693,2432,1516148,0,39,22
European Union,,5/15/2021,139404183,15811686,36237521,1241549,1609693,2432,1516148,0,39,22
European Union,,5/16/2021,140168808,15952479,36351106,1264474,1609693,2432,1516148,0,39,22
European Union,,5/17/2021,141407531,16154918,36603027,1302656,1609693,2432,1516148,0,39,22
European Union,,5/18/2021,143000359,16396698,36941689,1345983,1609693,2433,1516149,0,39,22
European Union,,5/19/2021,144846958,16644959,37300560,1392587,1609693,2434,1516149,0,39,22
European Union,,5/20/2021,146639517,16882061,37640493,1442985,1609693,2434,1516149,0,39,22
European Union,,5/21/2021,155461939,18519194,39324309,1902360,1632887,2545,1557514,0,43,26
European Union,,5/22/2021,156466204,18732177,39524752,1964183,1632887,2545,1557514,0,43,26
European Union,,5/23/2021,157113779,18892961,39612652,2012443,1632887,2546,1557515,0,43,26
European Union,,5/24/2021,158004756,19061510,39730503,2062369,1632887,2547,1557515,0,43,26
European Union,,5/25/2021,159350473,19292747,40012089,2138605,1632887,2547,1557515,0,43,26
European Union,,5/26/2021,161252747,19535410,40335626,2277520,1632887,2547,1557517,0,43,26
European Union,,5/27/2021,163075933,19756907,40672986,2411289,1632887,2547,1557517,0,43,26
European Union,,5/28/2021,171568391,21203773,42034927,3102093,1694317,2620,1853421,0,44,32
European Union,,5/29/2021,172641773,21368575,42245983,3168903,1694317,2620,1853421,0,44,32
European Union,,5/30/2021,173343448,21464983,42338956,3203773,1694317,2620,1853422,0,44,32
European Union,,5/31/2021,174591351,21679803,42548252,3335201,1694317,2620,1853422,0,44,32
European Union,,6/1/2021,176300929,21923518,42776771,3515643,1694317,2620,1853422,0,44,32
European Union,,6/2/2021,178308960,22116381,42974213,3694166,1694317,2621,1853422,0,44,32
European Union,,6/3/2021,179916120,22325693,43197086,3818619,1694317,2621,1853422,0,44,32
European Union,,6/4/2021,189998787,23638325,44626001,4599012,1746950,2681,1933536,0,45,34
European Union,,6/5/2021,191202768,23814040,44795285,4710754,1746950,2683,1933536,0,45,34
European Union,,6/6/2021,192020532,23899608,44897033,4779010,1746950,2685,1933536,0,45,34
European Union,,6/7/2021,193481231,24095563,45094288,4891338,1746950,2685,1933537,0,45,34
European Union,,6/8/2021,195512643,24315347,45302476,5033449,1746950,2687,1933538,0,45,34
European Union,,6/9/2021,197862555,24539888,45513003,5198219,1746950,2690,1933538,0,45,34
European Union,,6/10/2021,200006866,24749707,45732174,5353873,1746950,2694,1933538,0,45,34
European Union,,6/11/2021,211183440,26291591,47412676,6029280,1772536,2761,1989139,0,51,41
European Union,,6/12/2021,212420026,26465159,47530448,6097445,1772536,2764,1989140,0,51,41
European Union,,6/13/2021,213176343,26593053,47576843,6119443,1772536,2764,1989141,0,51,41
European Union,,6/14/2021,214650385,26811301,47734453,6199063,1772536,2768,1989141,0,51,41
European Union,,6/15/2021,216619610,27069396,47952156,6290327,1772536,2771,1989141,0,51,41
European Union,,6/16/2021,218871118,27327891,48175641,6396668,1772536,2771,1989141,0,51,41
European Union,,6/17/2021,220891835,27574983,48426045,6498057,1772536,2772,1989141,0,51,41
European Union,,6/18/2021,231643450,29060862,50246562,7041980,1786083,2865,2019894,0,51,44
European Union,,6/19/2021,232850639,29252486,50375319,7083143,1786083,2866,2019895,0,51,44
European Union,,6/20/2021,233591683,29388064,50440181,7100661,1786083,2869,2019895,0,51,44
European Union,,6/21/2021,235044685,29618560,50629680,7149876,1786083,2870,2019897,0,51,44
European Union,,6/22/2021,237053365,29890100,50869629,7203805,1786083,2871,2019897,0,51,44
European Union,,6/23/2021,239304084,30157312,51105193,7261712,1786083,2872,2019897,0,51,44
European Union,,6/24/2021,241210596,30386708,51351524,7325904,1786083,2875,2019897,0,51,44
European Union,,6/25/2021,251561726,31758653,53584150,7817679,1794818,3013,2036627,0,56,52
European Union,,6/26/2021,252732757,31961837,53748162,7846743,1794818,3013,2036627,0,56,52
European Union,,6/27/2021,253465129,32102084,53851847,7858653,1794818,3015,2036627,0,56,52
European Union,,6/28/2021,254907815,32330526,54075866,7897800,1794818,3016,2036627,0,56,52
European Union,,6/29/2021,256710005,32592580,54380352,7939500,1794818,3019,2036627,0,56,52
European Union,,6/30/2021,258655359,32846053,54687250,7980566,1794818,3019,2036627,0,56,52
European Union,,7/1/2021,260454105,33073806,54977078,8024356,1794818,3020,2036627,0,56,52
European Union,,7/2/2021,270508222,34293073,57374897,8530362,1804635,3142,2047699,0,60,56
European Union,,7/3/2021,271612814,34497933,57520732,8561930,1804635,3144,2047699,0,60,56
European Union,,7/4/2021,272294321,34632834,57602063,8576310,1804635,3144,2047699,0,60,56
European Union,,7/5/2021,273602392,34850575,57762817,8607094,1804635,3149,2047699,0,60,56
European Union,,7/6/2021,275260567,35075784,57960231,8642620,1804635,3152,2047700,0,60,56
European Union,,7/7/2021,277190980,35299290,58171959,8680943,1804635,3156,2047700,0,60,56
European Union,,7/8/2021,278956497,35518825,58382802,8722720,1804635,3159,2047700,0,60,56
European Union,,7/9/2021,288431914,36853962,60567962,9204247,1813972,3269,2057018,0,67,59
European Union,,7/10/2021,289544005,37032111,60719349,9230871,1813972,3272,2057018,0,67,59
European Union,,7/11/2021,290201253,37135243,60796167,9246726,1813972,3272,2057018,0,67,59
European Union,,7/12/2021,291608910,37334846,60955030,9277691,1813972,3277,2057020,0,67,59
European Union,,7/13/2021,293473303,37584027,61127314,9323693,1813972,3278,2057020,0,67,59
European Union,,7/14/2021,295186508,37756571,61283886,9364369,1813972,3278,2057021,0,67,59
European Union,,7/15/2021,297083236,37996585,61455710,9419510,1813972,3281,2057022,0,67,59
European Union,,7/16/2021,305667394,39529523,62754406,9995111,1819991,3463,2063334,0,70,64
European Union,,7/17/2021,306791245,39709477,62867914,10031261,1819991,3464,2063334,0,70,64
European Union,,7/18/2021,307477395,39818307,62948965,10047494,1819991,3468,2063334,0,70,64
European Union,,7/19/2021,308886039,40002156,63082928,10084359,1819991,3469,2063334,0,70,64
European Union,,7/20/2021,310628163,40229130,63237422,10128689,1819991,3471,2063335,0,70,64
European Union,,7/21/2021,312512579,40449437,63396175,10173819,1819991,3473,2063336,0,70,64
European Union,,7/22/2021,314273350,40671918,63560962,10222004,1819991,3474,2063336,0,70,64
European Union,,7/23/2021,322064495,41975571,64419791,10774442,1824231,3779,2068349,0,75,65
European Union,,7/24/2021,323073716,42144600,64521021,10806550,1824231,3780,2068350,0,75,65
European Union,,7/25/2021,323620986,42235374,64583097,10820296,1824231,3781,2068350,0,75,65
European Union,,7/26/2021,324952398,42413814,64697070,10856717,1824231,3781,2068350,0,75,65
European Union,,7/27/2021,326605265,42640035,64821110,10901242,1824231,3783,2068350,0,75,65
European Union,,7/28/2021,328321020,42876583,64942546,10946469,1824231,3783,2068350,0,75,65
European Union,,7/29/2021,329894128,43129373,65052340,10991385,1824231,3783,2068350,0,75,65
European Union,,7/30/2021,336944127,44302378,65634987,11404685,1829403,4046,2072344,0,81,66
European Union,,7/31/2021,337818035,44478493,65692664,11434126,1829403,4047,2072344,0,81,66
European Union,,8/1/2021,338257282,44582349,65730739,11447242,1829403,4048,2072344,0,81,66
European Union,,8/2/2021,339402776,44758454,65794264,11479265,1829403,4048,2072344,0,81,66
European Union,,8/3/2021,340782541,44969554,65853404,11518758,1829403,4052,2072344,0,81,66
European Union,,8/4/2021,342244718,45171748,65912739,11556412,1829403,4053,2072345,0,81,66
European Union,,8/5/2021,343610546,45387223,65959065,11595727,1829403,4053,2072345,0,81,66
European Union,,8/6/2021,350158743,46495543,66210755,12007099,1831650,4327,2077071,0,85,69
European Union,,8/7/2021,350911919,46640037,66241037,12034749,1831650,4327,2077072,0,85,69
European Union,,8/8/2021,351328898,46728205,66259246,12045074,1831650,4327,2077072,0,85,69
European Union,,8/9/2021,352379947,46908694,66290569,12069242,1831650,4328,2077072,0,85,69
European Union,,8/10/2021,353605957,47117133,66324860,12097491,1831650,4331,2077072,0,85,69
European Union,,8/11/2021,354900693,47304287,66357679,12135012,1831650,4331,2077074,0,85,69
European Union,,8/12/2021,356094951,47485748,66384068,12176153,1831650,4331,2077074,0,85,69
European Union,,8/13/2021,361834012,48671981,66589583,12585532,1834236,4588,2083146,0,89,77
European Union,,8/14/2021,362388837,48777131,66597405,12611610,1834236,4588,2083146,0,89,77
European Union,,8/15/2021,362608863,48816833,66600479,12622651,1834236,4588,2083146,0,89,77
European Union,,8/16/2021,363495537,48951280,66615705,12650624,1834236,4590,2083146,0,89,77
European Union,,8/17/2021,364526018,49119286,66639111,12684783,1834236,4590,2083146,0,89,77
European Union,,8/18/2021,365621079,49274364,66660000,12722835,1834236,4591,2083146,0,89,77
European Union,,8/19/2021,366598575,49441867,66680302,12761469,1834236,4594,2083146,0,89,77
European Union,,8/20/2021,371433781,50506017,66747195,13096152,1836453,4932,2088293,0,94,81
European Union,,8/21/2021,371975180,50613876,66756872,13118914,1836453,4932,2088293,0,94,81
European Union,,8/22/2021,372248506,50666663,66764059,13129632,1836453,4932,2088293,0,94,81
European Union,,8/23/2021,373137988,50831123,66780343,13158569,1836453,4933,2088293,0,94,81
European Union,,8/24/2021,374115038,51013342,66791843,13191166,1836453,4933,2088294,0,94,81
European Union,,8/25/2021,375123716,51177884,66802063,13225826,1836453,4934,2088294,0,94,81
European Union,,8/26/2021,376040146,51351880,66811423,13259928,1836453,4934,2088294,0,94,81
European Union,,8/27/2021,380344357,52335159,66858233,13514485,1838138,5176,2095967,0,99,81
European Union,,8/28/2021,380923758,52459286,66861370,13536742,1838138,5177,2095967,0,99,81
European Union,,8/29/2021,381226170,52512953,66863196,13547129,1838138,5177,2095968,0,99,81
European Union,,8/30/2021,382066312,52673134,66869238,13571647,1838138,5177,2095968,0,99,81
European Union,,8/31/2021,382962334,52857141,66875517,13599649,1838138,5181,2095968,0,99,81
European Union,,9/1/2021,383881712,53026013,66881477,13625832,1838138,5182,2095968,0,99,81
European Union,,9/2/2021,384677904,53198279,66886395,13653105,1838138,5182,2095968,0,99,81
European Union,,9/3/2021,388515812,54033695,66918810,13834921,1839612,5430,2103389,0,102,82
European Union,,9/4/2021,389041967,54153169,66920826,13850386,1839612,5430,2103389,0,102,82
European Union,,9/5/2021,389255199,54214415,66921604,13858373,1839612,5431,2103389,0,102,82
European Union,,9/6/2021,389854912,54356027,66924435,13875963,1839612,5432,2103389,0,102,82
European Union,,9/7/2021,390519832,54520479,66927545,13896507,1839612,5434,2103389,0,102,82
European Union,,9/8/2021,391260811,54668751,66930783,13917974,1839612,5436,2103389,0,102,82
European Union,,9/9/2021,391930553,54827204,66933575,13940866,1839612,5438,2103389,0,102,82
European Union,,9/10/2021,394949418,55397158,66954761,14089402,1840898,5619,2109715,0,106,82
European Union,,9/11/2021,395415919,55490309,66955852,14105159,1840898,5619,2109716,0,106,82
European Union,,9/12/2021,395620847,55526520,66956339,14113198,1840898,5619,2109716,0,106,82
European Union,,9/13/2021,396172925,55629568,66958652,14132402,1840898,5620,2109717,0,106,82
European Union,,9/14/2021,396819171,55750678,66961417,14154651,1840898,5621,2109717,0,106,82
European Union,,9/15/2021,397550808,55858619,66963701,14178077,1840898,5621,2109717,0,106,82
European Union,,9/16/2021,398186984,55969592,66966403,14203271,1840898,5622,2109717,0,106,82
European Union,,9/17/2021,400692302,56475642,66984481,14364140,1841975,5787,2115032,0,108,83
European Union,,9/18/2021,401132617,56557683,66985470,14380916,1841975,5789,2115032,0,108,83
European Union,,9/19/2021,401332501,56587441,66985953,14389439,1841975,5789,2115032,0,108,83
European Union,,9/20/2021,401865448,56677177,66988112,14407317,1841975,5789,2115032,0,108,83
European Union,,9/21/2021,402496680,56782483,66989935,14428894,1841975,5789,2115032,0,108,83
European Union,,9/22/2021,403209797,56876167,66991834,14452499,1841975,5791,2115032,0,108,83
European Union,,9/23/2021,403834435,56971593,66993532,14480314,1841975,5792,2115032,0,108,83
European Union,,9/24/2021,406122070,57408868,67010559,14636289,1843050,5933,2120826,0,111,83
European Union,,9/25/2021,406526819,57480733,67011418,14656709,1843050,5933,2120826,0,111,83
European Union,,9/26/2021,406710649,57507225,67011869,14667451,1843050,5934,2120826,0,111,83
European Union,,9/27/2021,407179931,57578661,67013271,14689267,1843050,5936,2120827,0,111,83
European Union,,9/28/2021,407740574,57663023,67014649,14714324,1843050,5938,2120827,0,111,83
European Union,,9/29/2021,408378203,57741866,67016187,14741220,1843050,5939,2120827,0,111,83
European Union,,9/30/2021,408939580,57836057,67017693,14770494,1843050,5939,2120827,0,111,83
European Union,,10/1/2021,411056228,58195988,67028253,14900445,1843914,6029,2127655,0,111,83
European Union,,10/2/2021,411352968,58254867,67028852,14915444,1843914,6030,2127655,0,111,83
European Union,,10/3/2021,411471186,58274535,67029136,14924213,1843914,6030,2127655,0,111,83
European Union,,10/4/2021,411878817,58333201,67030006,14943625,1843914,6031,2127656,0,111,83
European Union,,10/5/2021,412399768,58410312,67030903,14967933,1843914,6031,2127657,0,111,83
European Union,,10/6/2021,412963369,58478097,67031675,14991388,1843914,6033,2127657,0,111,83
European Union,,10/7/2021,413494370,58556386,67032550,15018311,1843914,6033,2127657,0,111,83
European Union,,10/8/2021,415573562,58846232,67040137,15131793,1844353,6105,2132740,0,112,83
European Union,,10/9/2021,415878540,58898322,67040562,15150723,1844353,6105,2132740,0,112,83
European Union,,10/10/2021,416001945,58916886,67040747,15161740,1844353,6105,2132740,0,112,83
European Union,,10/11/2021,416421934,58969897,67041607,15181671,1844353,6106,2132740,0,112,83
European Union,,10/12/2021,416966992,59040295,67042375,15206585,1844353,6106,2132741,0,112,83
European Union,,10/13/2021,417574291,59106475,67043167,15232742,1844353,6106,2132742,0,112,83
European Union,,10/14/2021,418165220,59188036,67044086,15262256,1844353,6106,2132742,0,112,83
European Union,,10/15/2021,420232087,59439381,67050203,15373105,1844746,6157,2137300,0,116,83
European Union,,10/16/2021,420562162,59485998,67050578,15394528,1844746,6157,2137300,0,116,83
European Union,,10/17/2021,420708282,59504902,67050783,15406919,1844746,6159,2137300,0,116,83
European Union,,10/18/2021,421164878,59549307,67051384,15430440,1844746,6163,2137300,0,116,83
European Union,,10/19/2021,421733838,59599812,67051998,15457108,1844746,6163,2137300,0,116,83
European Union,,10/20/2021,422379176,59645256,67052588,15486094,1844746,6163,2137300,0,116,83
European Union,,10/21/2021,423005906,59694111,67053137,15525706,1844746,6164,2137300,0,116,83
European Union,,10/22/2021,425348827,59912540,67058855,15694757,1845063,6227,2141537,0,118,83
European Union,,10/23/2021,425699929,59948571,67059145,15740476,1845063,6227,2141537,0,118,83
European Union,,10/24/2021,425855608,59963798,67059266,15779903,1845063,6227,2141537,0,118,83
European Union,,10/25/2021,426357889,60003360,67059763,15834125,1845063,6228,2141537,0,118,83
European Union,,10/26/2021,427015486,60048202,67060274,15902102,1845063,6229,2141537,0,118,83
European Union,,10/27/2021,427752083,60095744,67060775,15971325,1845063,6232,2141537,0,118,83
European Union,,10/28/2021,428413273,60144115,67061333,16028717,1845063,6232,2141537,0,118,83
European Union,,10/29/2021,431176581,60358993,67066909,16231450,1845230,6272,2145724,0,119,83
European Union,,10/30/2021,431504800,60390855,67067175,16264391,1845230,6272,2145724,0,119,83
European Union,,10/31/2021,431632481,60401399,67067285,16286013,1845230,6272,2145724,0,119,83
European Union,,11/1/2021,431843771,60419749,67067389,16318506,1845230,6272,2145724,0,119,83
European Union,,11/2/2021,432480698,60464619,67067708,16352054,1845230,6273,2145724,0,119,83
European Union,,11/3/2021,433265828,60513058,67068041,16385548,1845230,6274,2145725,0,119,83
European Union,,11/4/2021,434032869,60567615,67068406,16418054,1845230,6276,2145725,0,119,83
European Union,,11/5/2021,437227457,60863661,67070757,16582122,1845271,6318,2150764,0,119,83
European Union,,11/6/2021,437607530,60904785,67070864,16601164,1845271,6319,2150764,0,119,83
European Union,,11/7/2021,437751042,60921707,67070896,16613145,1845271,6319,2150764,0,119,83
European Union,,11/8/2021,438370070,60974026,67071152,16635932,1845271,6320,2150764,0,119,83
European Union,,11/9/2021,439240484,61037428,67071479,16660599,1845271,6320,2150764,0,119,83
European Union,,11/10/2021,440226200,61104910,67071848,16683772,1845271,6323,2150764,0,119,83
European Union,,11/11/2021,440982831,61165683,67072076,16707355,1845271,6325,2150765,0,119,83
European Union,,11/12/2021,445422265,61628923,67074699,16862872,1845306,6363,2157147,0,119,83
European Union,,11/13/2021,445877153,61681617,67074855,16878237,1845306,6363,2157147,0,119,83
European Union,,11/14/2021,446059535,61703075,67074894,16887699,1845306,6363,2157147,0,119,83
European Union,,11/15/2021,446806882,61767227,67075304,16906952,1845306,6364,2157147,0,119,83
European Union,,11/16/2021,447891126,61846229,67075636,16928768,1845306,6366,2157147,0,119,83
European Union,,11/17/2021,449008672,61924466,67075926,16947201,1845306,6366,2157148,0,119,83
European Union,,11/18/2021,450181009,62015521,67076288,16969318,1845306,6368,2157148,0,119,83
European Union,,11/19/2021,455723553,62638547,67079088,17125966,1845350,6412,2164321,0,122,83
European Union,,11/20/2021,456332931,62714960,67079287,17143028,1845350,6412,2164321,0,122,83
European Union,,11/21/2021,456541677,62748757,67079344,17152320,1845350,6412,2164321,0,122,83
European Union,,11/22/2021,457453152,62864171,67079697,17173084,1845350,6413,2164321,0,122,83
European Union,,11/23/2021,458861409,63010252,67080204,17198781,1845350,6413,2164321,0,122,83
European Union,,11/24/2021,460452236,63181348,67080830,17225641,1845350,6414,2164321,0,122,83
European Union,,11/25/2021,462015066,63378502,67081590,17253050,1845350,6414,2164321,0,122,83
European Union,,11/26/2021,469350014,64488720,67085371,17442592,1845350,6450,2189255,0,124,84
European Union,,11/27/2021,470501111,64713700,67085633,17463229,1845350,6450,2189255,0,124,84
European Union,,11/28/2021,470838828,64833694,67085720,17471847,1845350,6450,2189255,0,124,84
European Union,,11/29/2021,472045669,65125948,67086235,17489743,1845350,6450,2189255,0,124,84
European Union,,11/30/2021,473672513,65632942,67086937,17506413,1845350,6450,2189255,0,124,84
European Union,,12/1/2021,475423090,66308713,67087631,17520294,1845350,6453,2189255,0,124,84
European Union,,12/2/2021,477156672,67015620,67088452,17537951,1845350,6456,2189255,0,124,84
European Union,,12/3/2021,484974353,69285468,67090183,17667019,1845350,6481,2204934,0,125,86
European Union,,12/4/2021,486133444,70101180,67090776,17680124,1845350,6481,2204934,0,125,86
European Union,,12/5/2021,486510954,70460450,67090859,17685088,1845350,6481,2204934,0,125,86
European Union,,12/6/2021,487775663,71194256,67091589,17699182,1845350,6482,2204934,0,125,86
European Union,,12/7/2021,489412210,72203615,67092286,17713215,1845350,6482,2204934,0,125,86
European Union,,12/8/2021,490912727,73249505,67092946,17726560,1845350,6483,2204934,0,125,86
European Union,,12/9/2021,492565108,74400708,67093684,17739417,1845350,6483,2204934,0,125,86
European Union,,12/10/2021,499714547,77503234,67095600,17841525,1845350,6506,2220607,0,126,86
European Union,,12/11/2021,500838600,78711030,67095991,17849538,1845350,6506,2220607,0,126,86
European Union,,12/12/2021,501199289,79210910,67096116,17852984,1845350,6506,2220607,0,126,86
European Union,,12/13/2021,502335637,80219922,67096744,17861658,1845350,6506,2220607,0,126,86
European Union,,12/14/2021,503961847,81539666,67097618,17871672,1845350,6506,2220607,0,126,86
European Union,,12/15/2021,505665559,82940050,67098383,17880600,1845350,6506,2220607,0,126,86
European Union,,12/16/2021,507387064,84313567,67099415,17889634,1845350,6507,2220607,0,126,87
European Union,,12/17/2021,515583743,88621251,67101199,17961137,1845350,6540,2229302,0,126,89
European Union,,12/18/2021,516728319,89798904,67101865,17965960,1845350,6540,2229302,0,126,89
European Union,,12/19/2021,517141962,90334623,67102351,17968415,1845350,6540,2229302,0,126,89
European Union,,12/20/2021,518320469,91435920,67103121,17975789,1845350,6540,2229302,0,126,89
European Union,,12/21/2021,519812612,92702861,67104113,17983970,1845350,6541,2229302,0,126,89
European Union,,12/22/2021,521206999,93903103,67105045,17991258,1845350,6541,2229302,0,126,89
European Union,,12/23/2021,522131748,94760057,67105786,17997154,1845350,6541,2229302,0,126,89
European Union,,12/24/2021,526519758,97955411,67106674,18044185,1845358,6554,2235736,0,126,89
European Union,,12/25/2021,526560307,97993006,67106814,18044579,1845358,6554,2235736,0,126,89
European Union,,12/26/2021,526688477,98184203,67106912,18044973,1845358,6554,2235736,0,126,89
European Union,,12/27/2021,527590288,99144676,67107596,18049423,1845358,6554,2235736,0,126,89
European Union,,12/28/2021,528692248,100248994,67108411,18055412,1845358,6554,2235736,0,126,89
European Union,,12/29/2021,529728141,101284897,67109300,18061085,1845358,6554,2235736,0,126,89
European Union,,12/30/2021,530549275,102140929,67109898,18066392,1845358,6554,2235736,0,126,89
European Union,,12/31/2021,534233064,105689402,67110770,18106844,1845358,6565,2242641,0,126,90
Finland,FIN,1/1/2021,27,2,0,0,0,0,0,0,0,0
Finland,FIN,1/8/2021,21678,18,9,0,0,0,0,0,0,0
Finland,FIN,1/15/2021,62497,20,11,0,0,0,0,0,0,0
Finland,FIN,1/22/2021,119733,951,13,0,0,0,0,0,0,0
Finland,FIN,1/29/2021,173720,3523,15,0,0,0,0,0,0,0
