Entity,Code,Day,Pfizer/BioNTech,Moderna,Oxford/AstraZeneca,Johnson&Johnson,Sputnik V,Sinovac,Sinopharm/Beijing,CanSino,Novavax,Covaxin
Argentina,ARG,1/1/2021,0,0,3,0,43520,0,1,0,0,0
Argentina,ARG,1/2/2021,1,0,4,0,46830,0,1,0,0,0
Argentina,ARG,1/3/2021,2,0,4,0,47273,0,1,0,0,0
Argentina,ARG,1/4/2021,2,0,4,0,57734,0,1,0,0,0
Argentina,ARG,1/5/2021,2,0,4,0,68459,0,5,0,0,0
Argentina,ARG,1/6/2021,3,0,5,0,78566,0,8,0,0,0
Argentina,ARG,1/7/2021,4,0,6,0,96789,0,9,0,0,0
Argentina,ARG,1/8/2021,4,0,6,0,124680,0,9,0,0,0
Argentina,ARG,1/9/2021,5,0,6,0,134887,0,10,0,0,0
Argentina,ARG,1/10/2021,7,0,6,0,136061,0,11,0,0,0
Argentina,ARG,1/11/2021,7,0,7,0,155883,0,13,0,0,0
Argentina,ARG,1/12/2021,8,0,9,0,175269,0,16,0,0,0
Argentina,ARG,1/13/2021,8,0,10,0,192037,0,20,0,0,0
Argentina,ARG,1/14/2021,9,0,10,0,208688,0,21,0,0,0
Argentina,ARG,1/15/2021,9,0,10,0,226133,0,21,0,0,0
Argentina,ARG,1/16/2021,9,0,10,0,232017,0,21,0,0,0
Argentina,ARG,1/17/2021,9,0,10,0,233079,0,21,0,0,0
Argentina,ARG,1/18/2021,10,0,10,0,242910,0,21,0,0,0
Argentina,ARG,1/19/2021,10,0,10,0,256159,0,22,0,0,0
Argentina,ARG,1/20/2021,10,0,10,0,275587,0,22,0,0,0
Argentina,ARG,1/21/2021,10,0,15,0,289699,0,24,0,0,0
Argentina,ARG,1/22/2021,10,0,18,0,298914,0,25,0,0,0
Argentina,ARG,1/23/2021,10,0,23,0,302854,0,25,0,0,0
Argentina,ARG,1/24/2021,10,0,24,0,303156,0,25,0,0,0
Argentina,ARG,1/25/2021,10,0,32,0,317363,0,25,0,0,0
Argentina,ARG,1/26/2021,10,0,70,0,330139,0,26,0,0,0
Argentina,ARG,1/27/2021,10,0,72,0,340245,0,26,0,0,0
Argentina,ARG,1/28/2021,10,0,72,0,356292,0,26,0,0,0
Argentina,ARG,1/29/2021,10,0,73,0,379794,0,26,0,0,0
Argentina,ARG,1/30/2021,10,0,73,0,389108,0,26,0,0,0
Argentina,ARG,1/31/2021,10,0,73,0,389731,0,27,0,0,0
Argentina,ARG,2/1/2021,10,0,92,0,409239,0,27,0,0,0
Argentina,ARG,2/2/2021,10,0,125,0,433085,0,27,0,0,0
Argentina,ARG,2/3/2021,10,0,133,0,459692,0,30,0,0,0
Argentina,ARG,2/4/2021,10,0,138,0,487801,0,53,0,0,0
Argentina,ARG,2/5/2021,10,0,143,0,520831,0,60,2,0,0
Argentina,ARG,2/6/2021,10,0,143,0,531756,0,64,2,0,0
Argentina,ARG,2/7/2021,10,0,143,0,533135,0,68,2,0,0
Argentina,ARG,2/8/2021,10,0,145,0,556561,0,69,2,0,0
Argentina,ARG,2/9/2021,10,0,147,0,576752,0,75,2,0,0
Argentina,ARG,2/10/2021,10,0,150,0,592371,0,80,2,0,0
Argentina,ARG,2/11/2021,10,0,153,0,610219,0,86,2,0,0
Argentina,ARG,2/12/2021,10,0,154,0,626058,0,87,2,0,0
Argentina,ARG,2/13/2021,10,0,156,0,629090,0,89,2,0,0
Argentina,ARG,2/14/2021,10,0,156,0,629240,0,91,2,0,0
Argentina,ARG,2/15/2021,11,0,156,0,630555,0,93,2,0,0
Argentina,ARG,2/16/2021,12,0,168,0,631853,0,95,2,0,0
Argentina,ARG,2/17/2021,12,0,179,0,656250,0,98,2,0,0
Argentina,ARG,2/18/2021,13,0,210,0,720044,0,102,2,0,0
Argentina,ARG,2/19/2021,13,0,394,0,787756,0,103,2,0,0
Argentina,ARG,2/20/2021,13,0,542,0,820228,0,104,2,0,0
Argentina,ARG,2/21/2021,13,0,943,0,840007,0,104,2,0,0
Argentina,ARG,2/22/2021,13,0,23543,0,884984,0,104,2,0,0
Argentina,ARG,2/23/2021,13,0,73741,0,921744,0,106,2,0,0
Argentina,ARG,2/24/2021,13,0,135814,0,953495,0,109,2,0,0
Argentina,ARG,2/25/2021,13,56,188972,0,979810,0,113,2,0,0
Argentina,ARG,2/26/2021,13,56,245029,0,1005444,0,122,2,0,0
Argentina,ARG,2/27/2021,13,56,258374,0,1010002,0,123,2,0,0
Argentina,ARG,2/28/2021,13,56,263724,0,1010779,0,124,2,0,0
Argentina,ARG,3/1/2021,13,56,317046,0,1031324,0,826,2,0,0
Argentina,ARG,3/2/2021,13,56,368693,0,1050351,0,5784,2,0,0
Argentina,ARG,3/3/2021,13,56,404661,0,1068035,0,23613,2,0,0
Argentina,ARG,3/4/2021,13,56,430376,0,1090097,0,87920,2,0,0
Argentina,ARG,3/5/2021,13,56,454673,0,1111040,0,154433,2,0,0
Argentina,ARG,3/6/2021,13,56,462589,0,1115641,0,196858,2,0,0
Argentina,ARG,3/7/2021,13,56,467563,0,1116018,0,203301,2,0,0
Argentina,ARG,3/8/2021,14,56,499143,0,1133997,0,256244,2,0,0
Argentina,ARG,3/9/2021,14,56,515483,0,1170357,0,319356,2,0,0
Argentina,ARG,3/10/2021,14,56,527570,0,1223513,0,418094,2,0,0
Argentina,ARG,3/11/2021,14,56,537512,0,1315535,0,502986,2,0,0
Argentina,ARG,3/12/2021,14,56,545036,0,1408547,0,564128,2,0,0
Argentina,ARG,3/13/2021,14,56,548011,0,1441459,0,574634,2,0,0
Argentina,ARG,3/14/2021,14,56,548060,0,1443925,0,581291,2,0,0
Argentina,ARG,3/15/2021,14,56,554483,0,1534513,0,621910,2,0,0
Argentina,ARG,3/16/2021,14,56,557608,0,1630461,0,656585,2,0,0
Argentina,ARG,3/17/2021,14,56,560319,0,1744373,0,679552,2,0,0
Argentina,ARG,3/18/2021,14,57,562004,0,1859506,0,701699,2,0,0
Argentina,ARG,3/19/2021,15,57,563851,0,1960257,0,725303,2,0,0
Argentina,ARG,3/20/2021,15,57,564192,0,2006858,0,729241,2,0,0
Argentina,ARG,3/21/2021,15,57,564215,0,2026117,0,729590,3,0,0
Argentina,ARG,3/22/2021,15,57,565686,0,2090318,0,746988,3,0,0
Argentina,ARG,3/23/2021,15,57,570375,0,2178555,0,760547,3,0,0
Argentina,ARG,3/24/2021,15,57,571653,0,2211605,0,763688,3,0,0
Argentina,ARG,3/25/2021,15,57,573004,0,2302549,0,774592,3,0,0
Argentina,ARG,3/26/2021,15,57,575656,0,2384297,0,783764,3,0,0
Argentina,ARG,3/27/2021,15,57,576547,0,2436192,0,786072,3,0,0
Argentina,ARG,3/28/2021,17,57,577449,0,2455641,0,786547,3,0,0
Argentina,ARG,3/29/2021,18,57,581034,0,2560749,0,798050,3,0,0
Argentina,ARG,3/30/2021,19,57,583907,0,2710411,0,808549,3,0,0
Argentina,ARG,3/31/2021,19,57,603848,0,2853432,0,820561,3,0,0
Argentina,ARG,4/1/2021,19,57,629419,0,2941247,0,824324,3,0,0
Argentina,ARG,4/2/2021,19,57,642241,0,2994268,0,826645,3,0,0
Argentina,ARG,4/3/2021,19,57,660884,0,3049010,0,827736,3,0,0
Argentina,ARG,4/4/2021,19,58,675277,0,3081442,0,829398,3,0,0
Argentina,ARG,4/5/2021,19,58,709104,0,3184488,0,858530,3,0,0
Argentina,ARG,4/6/2021,19,58,735564,0,3276905,0,933681,3,0,0
Argentina,ARG,4/7/2021,19,58,765801,0,3366811,0,1051991,3,0,0
Argentina,ARG,4/8/2021,22,58,789895,0,3448404,0,1182280,3,0,0
Argentina,ARG,4/9/2021,22,58,808247,0,3522889,0,1329860,3,0,0
Argentina,ARG,4/10/2021,22,58,813063,0,3557032,0,1383849,3,0,0
Argentina,ARG,4/11/2021,22,58,813929,0,3571625,0,1416706,3,0,0
Argentina,ARG,4/12/2021,22,58,823844,0,3648183,0,1512059,3,0,0
Argentina,ARG,4/13/2021,22,59,832181,0,3743445,0,1594544,3,0,0
Argentina,ARG,4/14/2021,23,59,838621,0,3841328,0,1661918,3,0,0
Argentina,ARG,4/15/2021,23,59,842819,0,3937071,0,1713092,3,0,0
Argentina,ARG,4/16/2021,23,59,846102,0,4011417,0,1759198,3,0,0
Argentina,ARG,4/17/2021,23,59,846995,0,4040131,0,1775312,3,0,0
Argentina,ARG,4/18/2021,23,59,848269,0,4056498,0,1777575,3,0,0
Argentina,ARG,4/19/2021,24,59,863666,0,4106638,0,1802534,3,0,0
Argentina,ARG,4/20/2021,24,59,916200,0,4152808,0,1826568,3,0,0
Argentina,ARG,4/21/2021,24,60,1036483,0,4185296,0,1847779,4,0,0
Argentina,ARG,4/22/2021,24,60,1153805,0,4230629,0,1863337,5,0,0
Argentina,ARG,4/23/2021,24,60,1272131,0,4292784,0,1877433,5,0,0
Argentina,ARG,4/24/2021,24,60,1325993,0,4329587,0,1879004,5,0,0
Argentina,ARG,4/25/2021,24,60,1358453,0,4346074,0,1879378,5,0,0
Argentina,ARG,4/26/2021,24,60,1431546,0,4437543,0,1886945,5,0,0
Argentina,ARG,4/27/2021,24,60,1490666,0,4524825,0,1894302,5,0,0
Argentina,ARG,4/28/2021,25,60,1542799,0,4603748,0,1922259,5,0,0
Argentina,ARG,4/29/2021,25,60,1581514,0,4681186,0,1962389,5,0,0
Argentina,ARG,4/30/2021,25,60,1612054,0,4729442,0,1998552,5,0,0
Argentina,ARG,5/1/2021,25,60,1617310,0,4740777,0,2002265,5,0,0
Argentina,ARG,5/2/2021,25,60,1623903,0,4760231,0,2016397,5,0,0
Argentina,ARG,5/3/2021,26,60,1647515,0,4837381,0,2090366,5,0,0
Argentina,ARG,5/4/2021,26,60,1671116,0,4951749,0,2184464,5,0,0
Argentina,ARG,5/5/2021,26,60,1696032,0,5093272,0,2263043,5,0,0
Argentina,ARG,5/6/2021,27,60,1713867,0,5213667,0,2327639,5,0,0
Argentina,ARG,5/7/2021,27,60,1727825,0,5308983,0,2423752,6,0,0
Argentina,ARG,5/8/2021,27,60,1731882,0,5337588,0,2465373,6,0,0
Argentina,ARG,5/9/2021,27,60,1733621,0,5351046,0,2468874,6,0,0
Argentina,ARG,5/10/2021,27,60,1743545,0,5418651,0,2533029,6,0,0
Argentina,ARG,5/11/2021,28,61,1751808,0,5486017,0,2597858,6,0,0
Argentina,ARG,5/12/2021,28,62,1757587,0,5538509,0,2737211,6,0,0
Argentina,ARG,5/13/2021,28,62,1763283,0,5576263,0,2885925,6,0,0
Argentina,ARG,5/14/2021,28,62,1772480,0,5615247,0,3034259,6,0,0
Argentina,ARG,5/15/2021,28,62,1775559,0,5656821,0,3084704,6,0,0
Argentina,ARG,5/16/2021,28,62,1777034,0,5679636,0,3128014,6,0,0
Argentina,ARG,5/17/2021,28,62,1784335,0,5763560,0,3223758,6,0,0
Argentina,ARG,5/18/2021,28,62,1794126,0,5907106,0,3268698,6,0,0
Argentina,ARG,5/19/2021,29,62,1801475,0,6034161,0,3302038,6,0,0
Argentina,ARG,5/20/2021,29,62,1811980,0,6171000,0,3337311,6,0,0
Argentina,ARG,5/21/2021,29,62,1821181,0,6260881,0,3415521,6,0,0
Argentina,ARG,5/22/2021,29,62,1822705,0,6315817,0,3459512,6,0,0
Argentina,ARG,5/23/2021,29,62,1823122,0,6337795,0,3482390,6,0,0
Argentina,ARG,5/24/2021,30,62,1824299,0,6405502,0,3501879,6,0,0
Argentina,ARG,5/25/2021,30,62,1846377,0,6443669,0,3505058,6,0,0
Argentina,ARG,5/26/2021,30,62,1873196,0,6536355,0,3538641,6,0,0
Argentina,ARG,5/27/2021,30,62,1918655,0,6627077,0,3571890,6,0,0
Argentina,ARG,5/28/2021,30,62,2011008,0,6751934,0,3600791,6,0,0
Argentina,ARG,5/29/2021,31,62,2120930,0,6859612,0,3610695,6,0,0
Argentina,ARG,5/30/2021,31,62,2180051,0,6927720,0,3612312,6,0,0
Argentina,ARG,5/31/2021,31,62,2307210,0,7082680,0,3629212,6,0,0
Argentina,ARG,6/1/2021,31,62,2456288,0,7234995,0,3642769,6,0,0
Argentina,ARG,6/2/2021,31,62,2619823,0,7367693,0,3655913,7,0,0
Argentina,ARG,6/3/2021,31,62,2842730,0,7482245,0,3668123,7,0,0
Argentina,ARG,6/4/2021,31,62,3147803,0,7569521,0,3683979,7,0,0
Argentina,ARG,6/5/2021,31,62,3425535,0,7613934,0,3688657,7,0,0
Argentina,ARG,6/6/2021,31,62,3613421,0,7641378,0,3690691,7,0,0
Argentina,ARG,6/7/2021,31,62,3892866,0,7705765,0,3700049,7,0,0
Argentina,ARG,6/8/2021,31,62,4170330,0,7790137,0,3708156,7,0,0
Argentina,ARG,6/9/2021,32,63,4429385,0,7896672,0,3714950,7,0,0
Argentina,ARG,6/10/2021,32,63,4653293,0,8001805,0,3720992,7,0,0
Argentina,ARG,6/11/2021,32,63,4837485,0,8173699,0,3731723,7,0,0
Argentina,ARG,6/12/2021,32,63,4903497,0,8280726,0,3743804,7,0,0
Argentina,ARG,6/13/2021,32,63,4948152,0,8316923,0,3745627,7,0,0
Argentina,ARG,6/14/2021,32,63,5074993,0,8417431,0,3756265,7,0,0
Argentina,ARG,6/15/2021,32,63,5204334,0,8540177,0,3762048,7,0,0
Argentina,ARG,6/16/2021,32,63,5390072,0,8636779,0,3766855,7,0,0
Argentina,ARG,6/17/2021,32,63,5619202,0,8715735,0,3773184,7,0,0
Argentina,ARG,6/18/2021,35,64,5943957,0,8784417,0,3779084,7,0,0
Argentina,ARG,6/19/2021,35,64,6130490,0,8827924,0,3781652,7,0,0
Argentina,ARG,6/20/2021,35,64,6208446,0,8848890,0,3781945,7,0,0
Argentina,ARG,6/21/2021,35,64,6346756,0,8879000,0,3783239,7,0,0
Argentina,ARG,6/22/2021,36,64,6574245,0,8933454,0,3789189,7,0,0
Argentina,ARG,6/23/2021,36,64,6768070,0,8978450,0,3813532,7,0,0
Argentina,ARG,6/24/2021,36,64,6943208,0,9034699,0,3886690,7,0,0
Argentina,ARG,6/25/2021,38,64,7162825,0,9082038,0,3996543,8,0,0
Argentina,ARG,6/26/2021,38,64,7356024,0,9113310,0,4088251,8,0,0
Argentina,ARG,6/27/2021,38,64,7455253,0,9132465,0,4146111,8,0,0
Argentina,ARG,6/28/2021,38,64,7621045,0,9160306,0,4325572,8,0,0
Argentina,ARG,6/29/2021,38,64,7798616,0,9184356,0,4498431,8,0,0
Argentina,ARG,6/30/2021,39,64,8006064,0,9202038,0,4649098,8,0,0
Argentina,ARG,7/1/2021,39,64,8319574,0,9217819,0,4752073,8,0,0
Argentina,ARG,7/2/2021,39,64,8587077,0,9253041,0,4865022,9,0,0
Argentina,ARG,7/3/2021,41,64,8750936,0,9352636,0,4938211,9,0,0
Argentina,ARG,7/4/2021,41,64,8866890,0,9376024,0,4995405,9,0,0
Argentina,ARG,7/5/2021,41,64,9127057,0,9465690,0,5055514,9,0,0
Argentina,ARG,7/6/2021,42,64,9363779,0,9584051,0,5117312,9,0,0
Argentina,ARG,7/7/2021,42,64,9590485,0,9714616,0,5164268,9,0,0
Argentina,ARG,7/8/2021,42,65,9723016,0,9884215,0,5272708,9,0,0
Argentina,ARG,7/9/2021,42,67,9786233,0,10066595,0,5384749,9,0,0
Argentina,ARG,7/10/2021,42,71,9858087,0,10167096,0,5544333,9,0,0
Argentina,ARG,7/11/2021,42,73,9909647,0,10216222,0,5609193,9,0,0
Argentina,ARG,7/12/2021,42,73,9997354,0,10337995,0,5786907,9,0,0
Argentina,ARG,7/13/2021,43,73,10077228,0,10480711,0,5957969,9,0,0
Argentina,ARG,7/14/2021,44,73,10146218,0,10609661,0,6158449,9,0,0
Argentina,ARG,7/15/2021,45,73,10208320,0,10732812,0,6373240,9,0,0
Argentina,ARG,7/16/2021,45,73,10261189,0,10876371,0,6633238,9,0,0
Argentina,ARG,7/17/2021,45,73,10301569,0,10984231,0,6807627,9,0,0
Argentina,ARG,7/18/2021,45,73,10343782,0,11022572,0,6895317,9,0,0
Argentina,ARG,7/19/2021,45,74,10425060,0,11093926,0,7161483,9,0,0
Argentina,ARG,7/20/2021,45,86,10494060,0,11280621,0,7354486,11,0,0
Argentina,ARG,7/21/2021,45,93,10560712,0,11369704,0,7618807,11,0,0
Argentina,ARG,7/22/2021,45,95,10622386,0,11412087,0,7902775,11,0,0
Argentina,ARG,7/23/2021,45,98,10697197,0,11439033,0,8209771,11,0,0
Argentina,ARG,7/24/2021,45,100,10758135,0,11456209,0,8369326,11,0,0
Argentina,ARG,7/25/2021,45,117,10769758,0,11464966,0,8482829,11,0,0
Argentina,ARG,7/26/2021,45,121,10873351,0,11491834,0,8760115,11,0,0
Argentina,ARG,7/27/2021,45,148,11043983,0,11507202,0,9002408,11,0,0
Argentina,ARG,7/28/2021,45,180,11203339,0,11522817,0,9287562,11,0,0
Argentina,ARG,7/29/2021,45,195,11322190,0,11539019,0,9577614,11,0,0
Argentina,ARG,7/30/2021,45,330,11433909,0,11553184,0,9878758,11,0,0
Argentina,ARG,7/31/2021,45,2012,11495533,0,11560668,0,10082790,11,0,0
Argentina,ARG,8/1/2021,46,2289,11524956,0,11567083,0,10214098,11,0,0
Argentina,ARG,8/2/2021,47,5989,11613058,0,11579301,0,10527366,11,0,0
Argentina,ARG,8/3/2021,47,55676,11746894,0,11591368,0,10739980,11,0,0
Argentina,ARG,8/4/2021,47,77231,11889586,0,11603827,0,10980863,13,0,0
Argentina,ARG,8/5/2021,47,95929,12058071,0,11618100,0,11209956,13,0,0
Argentina,ARG,8/6/2021,48,117116,12213105,0,11625634,0,11440324,14,0,0
Argentina,ARG,8/7/2021,49,158868,12295049,0,11631282,0,11589215,14,0,0
Argentina,ARG,8/8/2021,50,197912,12317468,0,11634583,0,11686195,14,0,0
Argentina,ARG,8/9/2021,51,368798,12433266,0,11644992,0,11780229,14,0,0
Argentina,ARG,8/10/2021,51,533353,12542479,0,11653767,0,11868250,14,0,0
Argentina,ARG,8/11/2021,52,714112,12682973,0,11663321,0,11950236,14,0,0
Argentina,ARG,8/12/2021,54,851561,12820230,0,11688244,0,12043196,15,0,0
Argentina,ARG,8/13/2021,54,957522,12941920,0,11781678,0,12139008,15,0,0
Argentina,ARG,8/14/2021,54,1033953,13031037,0,11837624,0,12174159,15,0,0
Argentina,ARG,8/15/2021,54,1072710,13118744,0,11859315,0,12188706,15,0,0
Argentina,ARG,8/16/2021,54,1148152,13147445,0,11928643,0,12206318,15,0,0
Argentina,ARG,8/17/2021,55,1309139,13214298,0,12068194,0,12278780,15,0,0
Argentina,ARG,8/18/2021,55,1468416,13288404,0,12191967,0,12356991,15,0,0
Argentina,ARG,8/19/2021,55,1576485,13401292,0,12332600,0,12421556,15,0,0
Argentina,ARG,8/20/2021,56,1654856,13552215,0,12476915,0,12484625,15,0,0
Argentina,ARG,8/21/2021,56,1677916,13677954,0,12551100,0,12518950,15,0,0
Argentina,ARG,8/22/2021,57,1689782,13765069,0,12581545,0,12559602,15,0,0
Argentina,ARG,8/23/2021,57,1730976,13896006,0,12675965,0,12701804,15,0,0
Argentina,ARG,8/24/2021,57,1768446,14044018,0,12751189,0,12890208,15,0,0
Argentina,ARG,8/25/2021,58,1798284,14206832,0,12807363,0,13068077,15,0,0
Argentina,ARG,8/26/2021,59,1868839,14356880,0,12860828,0,13236867,15,0,0
Argentina,ARG,8/27/2021,59,1927520,14502988,0,12905310,0,13455488,15,0,0
Argentina,ARG,8/28/2021,59,1964871,14556687,0,12926899,0,13586606,15,0,0
Argentina,ARG,8/29/2021,59,1984865,14590219,0,12959365,0,13669513,15,0,0
Argentina,ARG,8/30/2021,60,2034129,14712905,0,13045407,0,13829636,15,0,0
Argentina,ARG,8/31/2021,60,2100738,14834121,0,13181132,0,13967021,15,0,0
Argentina,ARG,9/1/2021,60,2173759,14944956,0,13301555,0,14118878,15,0,0
Argentina,ARG,9/2/2021,60,2237207,15025643,0,13408309,0,14316390,15,0,0
Argentina,ARG,9/3/2021,60,2299486,15106883,0,13501621,0,14514526,15,0,0
Argentina,ARG,9/4/2021,60,2335960,15165789,0,13569887,0,14647108,15,0,0
Argentina,ARG,9/5/2021,60,2353412,15227000,0,13611660,0,14723589,15,0,0
Argentina,ARG,9/6/2021,60,2406396,15390253,0,13691286,0,14869661,15,0,0
Argentina,ARG,9/7/2021,60,2456965,15574850,0,13775027,0,15014734,62,0,0
Argentina,ARG,9/8/2021,61,2496831,15716067,0,13850324,0,15132345,101,0,0
Argentina,ARG,9/9/2021,62,2530872,15854214,0,13942920,0,15265640,108,0,0
Argentina,ARG,9/10/2021,62,2565361,15945452,0,14015971,0,15409776,112,0,0
Argentina,ARG,9/11/2021,63,2577433,16067060,0,14045870,0,15444776,387,0,0
Argentina,ARG,9/12/2021,65,2578336,16071303,0,14046773,0,15448147,760,0,0
Argentina,ARG,9/13/2021,66,2602964,16238179,0,14085033,0,15507104,14902,0,0
Argentina,ARG,9/14/2021,179,2650408,16364018,0,14129745,0,15567598,16101,0,0
Argentina,ARG,9/15/2021,243,2689614,16410405,0,14319176,0,15621876,17230,0,0
Argentina,ARG,9/16/2021,4912,2719739,16590435,0,14414900,0,15671491,18555,0,0
Argentina,ARG,9/17/2021,10067,2740614,16703768,0,14537706,0,15764156,27138,0,0
Argentina,ARG,9/18/2021,18443,2754593,16730946,0,14664440,0,15808814,27610,0,0
Argentina,ARG,9/19/2021,19440,2773387,16800961,0,14680632,0,15840519,27654,0,0
Argentina,ARG,9/20/2021,21848,2793285,16851773,0,14897007,0,15894685,30149,0,0
Argentina,ARG,9/21/2021,23131,2803953,16887976,0,15086256,0,15964419,32646,0,0
Argentina,ARG,9/22/2021,26293,2832664,17045111,0,15141975,0,16045181,35933,0,0
Argentina,ARG,9/23/2021,103818,2912409,17081805,0,15183530,0,16117691,39808,0,0
Argentina,ARG,9/24/2021,128872,2932801,17206673,0,15216574,0,16171476,44097,0,0
Argentina,ARG,9/25/2021,135373,2940402,17230519,0,15236888,0,16238983,46616,0,0
Argentina,ARG,9/26/2021,136701,2945312,17270932,0,15243260,0,16273395,47236,0,0
Argentina,ARG,9/27/2021,144071,2968681,17375418,0,15281347,0,16377116,52869,0,0
Argentina,ARG,9/28/2021,151300,2992570,17476315,0,15343066,0,16479159,58182,0,0
Argentina,ARG,9/29/2021,160987,3014176,17547521,0,15407929,0,16563538,62100,0,0
Argentina,ARG,9/30/2021,187468,3031948,17627714,0,15535887,0,16644643,65344,0,0
Argentina,ARG,10/1/2021,209476,3049156,17769645,0,15607546,0,16692428,69121,0,0
Argentina,ARG,10/2/2021,217957,3054572,17870981,0,15649899,0,16712799,70279,0,0
Argentina,ARG,10/3/2021,224115,3058029,17937357,0,15675026,0,16720074,70446,0,0
Argentina,ARG,10/4/2021,240152,3071620,17996480,0,15730391,0,16803356,73216,0,0
Argentina,ARG,10/5/2021,303823,3087875,18060641,0,15810114,0,16842720,76857,0,0
Argentina,ARG,10/6/2021,328057,3099477,18145015,0,15893476,0,16883011,80784,0,0
Argentina,ARG,10/7/2021,372644,3129732,18245088,0,15944574,0,16919208,83480,0,0
Argentina,ARG,10/8/2021,387608,3135286,18296307,0,15979584,0,16932944,84390,0,0
Argentina,ARG,10/9/2021,391497,3140554,18338359,0,16022478,0,16954019,85207,0,0
Argentina,ARG,10/10/2021,393805,3143098,18362835,0,16051580,0,16974116,85450,0,0
Argentina,ARG,10/11/2021,397687,3146532,18384356,0,16069300,0,17003783,85680,0,0
Argentina,ARG,10/12/2021,433828,3188391,18425561,0,16123915,0,17175139,87853,0,0
Argentina,ARG,10/13/2021,480496,3202986,18464424,0,16183484,0,17393314,89967,0,0
Argentina,ARG,10/14/2021,553750,3211847,18506346,0,16278338,0,17596667,92252,0,0
Argentina,ARG,10/15/2021,643781,3220772,18542009,0,16386925,0,17777348,94848,0,0
Argentina,ARG,10/16/2021,742784,3225523,18556196,0,16467391,0,17832133,95607,0,0
Argentina,ARG,10/17/2021,784398,3228120,18560954,0,16506655,0,17847487,95692,0,0
Argentina,ARG,10/18/2021,998815,3240244,18587222,0,16557638,0,17964947,97960,0,0
Argentina,ARG,10/19/2021,1186395,3248608,18620545,0,16611855,0,18103054,100762,0,0
Argentina,ARG,10/20/2021,1363321,3256643,18653126,0,16661764,0,18247992,103351,0,0
Argentina,ARG,10/21/2021,1505925,3297013,18687168,0,16703102,0,18406863,106078,0,0
Argentina,ARG,10/22/2021,1614792,3316612,18718510,0,16747441,0,18664445,108154,0,0
Argentina,ARG,10/23/2021,1653144,3322417,18733572,0,16776519,0,18792521,108680,0,0
Argentina,ARG,10/24/2021,1667003,3324094,18740390,0,16788470,0,18904026,108816,0,0
Argentina,ARG,10/25/2021,1739626,3333420,18780892,0,16844448,0,19089081,110447,0,0
Argentina,ARG,10/26/2021,1900906,3341356,18810913,0,16898805,0,19243071,112211,0,0
Argentina,ARG,10/27/2021,1981418,3349431,18842754,0,16942209,0,19405945,113953,0,0
Argentina,ARG,10/28/2021,2072592,3364348,18886845,0,16986481,0,19562708,115427,0,0
Argentina,ARG,10/29/2021,2141567,3378340,18938848,0,17030044,0,19707590,117092,0,0
Argentina,ARG,10/30/2021,2169233,3381539,18968284,0,17049060,0,19757574,117377,0,0
Argentina,ARG,10/31/2021,2202960,3383923,18981461,0,17059597,0,19847749,117512,0,0
Argentina,ARG,11/1/2021,2281395,3391622,19033798,0,17098633,0,19967741,119069,0,0
Argentina,ARG,11/2/2021,2348419,3403822,19100106,0,17124761,0,20115487,120880,0,0
Argentina,ARG,11/3/2021,2409326,3411541,19164971,0,17150115,0,20305457,122789,0,0
Argentina,ARG,11/4/2021,2473590,3419345,19217564,0,17175959,0,20513227,124613,0,0
Argentina,ARG,11/5/2021,2536990,3425129,19286009,0,17199064,0,20662524,126014,0,0
Argentina,ARG,11/6/2021,2595373,3428738,19317015,0,17208825,0,20726376,126582,0,0
Argentina,ARG,11/7/2021,2642589,3429841,19336386,0,17214347,0,20780892,126753,0,0
Argentina,ARG,11/8/2021,2702630,3433868,19396866,0,17234346,0,20885442,127933,0,0
Argentina,ARG,11/9/2021,2777183,3445603,19469893,0,17256745,0,21055094,129212,0,0
Argentina,ARG,11/10/2021,2842980,3451178,19639986,0,17276093,0,21162949,130424,0,0
Argentina,ARG,11/11/2021,2906048,3456358,19818519,0,17297402,0,21276827,131711,0,0
Argentina,ARG,11/12/2021,2988224,3462314,19978119,0,17318833,0,21402855,132748,0,0
Argentina,ARG,11/13/2021,3019405,3465149,20074577,0,17329676,0,21451015,132971,0,0
Argentina,ARG,11/14/2021,3020959,3465429,20076889,0,17330245,0,21455985,132978,0,0
Argentina,ARG,11/15/2021,3143058,3474845,20167251,0,17347507,0,21553808,133838,0,0
Argentina,ARG,11/16/2021,3268885,3481608,20261947,0,17369004,0,21682339,134806,0,0
Argentina,ARG,11/17/2021,3392983,3486663,20356256,0,17386543,0,21807839,135814,0,0
Argentina,ARG,11/18/2021,3490696,3492191,20448817,0,17401823,0,21957269,136911,0,0
Argentina,ARG,11/19/2021,3555348,3497493,20537019,0,17419533,0,22170832,137939,0,0
Argentina,ARG,11/20/2021,3581172,3499714,20592204,0,17426707,0,22254240,138101,0,0
Argentina,ARG,11/21/2021,3591254,3500507,20618670,0,17429721,0,22307223,138174,0,0
Argentina,ARG,11/22/2021,3611050,3501563,20647901,0,17434018,0,22360287,138275,0,0
Argentina,ARG,11/23/2021,3690084,3505394,20737823,0,17449265,0,22508454,139216,0,0
Argentina,ARG,11/24/2021,3764300,3509901,20834442,0,17466792,0,22662803,140144,0,0
Argentina,ARG,11/25/2021,3836816,3513693,20931717,0,17483742,0,22792378,141080,0,0
Argentina,ARG,11/26/2021,3907921,3519613,21036991,0,17501026,0,22924911,142266,0,0
